reference_num,dir_1,dir_2,Label,Label1,Label2,Rank1,Rank2,Rank,lig1,lig2
1,HO1_pose/HO1_lig_7n.pkl,HO1_pose/HO1_lig_7a.pkl,2.0636690798693773,6.022276394711152,3.958607314841775,16,0,16,lig_7n,lig_7a
1,HO1_pose/HO1_lig_7l.pkl,HO1_pose/HO1_lig_7a.pkl,2.0636690798693773,6.022276394711152,3.958607314841775,17,0,17,lig_7l,lig_7a
1,HO1_pose/HO1_lig_7p.pkl,HO1_pose/HO1_lig_7a.pkl,1.1383026981662812,5.096910013008056,3.958607314841775,14,0,14,lig_7p,lig_7a
2,HO1_pose/HO1_lig_7a.pkl,HO1_pose/HO1_lig_7n.pkl,-2.0636690798693773,3.958607314841775,6.022276394711152,0,16,16,lig_7a,lig_7n
2,HO1_pose/HO1_lig_7l.pkl,HO1_pose/HO1_lig_7n.pkl,0.0,6.022276394711152,6.022276394711152,17,16,17,lig_7l,lig_7n
2,HO1_pose/HO1_lig_7p.pkl,HO1_pose/HO1_lig_7n.pkl,-0.9253663817030962,5.096910013008056,6.022276394711152,14,16,16,lig_7p,lig_7n
3,HO1_pose/HO1_lig_7a.pkl,HO1_pose/HO1_lig_7l.pkl,-2.0636690798693773,3.958607314841775,6.022276394711152,0,17,17,lig_7a,lig_7l
3,HO1_pose/HO1_lig_7n.pkl,HO1_pose/HO1_lig_7l.pkl,0.0,6.022276394711152,6.022276394711152,16,17,17,lig_7n,lig_7l
3,HO1_pose/HO1_lig_7p.pkl,HO1_pose/HO1_lig_7l.pkl,-0.9253663817030962,5.096910013008056,6.022276394711152,14,17,17,lig_7p,lig_7l
4,HO1_pose/HO1_lig_7a.pkl,HO1_pose/HO1_lig_7p.pkl,-1.1383026981662812,3.958607314841775,5.096910013008056,0,14,14,lig_7a,lig_7p
4,HO1_pose/HO1_lig_7n.pkl,HO1_pose/HO1_lig_7p.pkl,0.9253663817030962,6.022276394711152,5.096910013008056,16,14,16,lig_7n,lig_7p
4,HO1_pose/HO1_lig_7l.pkl,HO1_pose/HO1_lig_7p.pkl,0.9253663817030962,6.022276394711152,5.096910013008056,17,14,17,lig_7l,lig_7p
