,reference_num,dir_1,dir_2,Label,Label1,Label2,Rank1,Rank2,Rank,lig1,lig2
0,1,HO1_pose/HO1_lig_7l.pkl,HO1_pose/HO1_lig_7m.pkl,-0.0234810958495224,6.022276394711152,6.045757490560675,17,15,17,lig_7l,lig_7m
1,1,HO1_pose/HO1_lig_7j.pkl,HO1_pose/HO1_lig_7m.pkl,-1.1038037209559564,4.941953769604718,6.045757490560675,3,15,15,lig_7j,lig_7m
2,1,HO1_pose/HO1_lig_7p.pkl,HO1_pose/HO1_lig_7m.pkl,-0.9488474775526186,5.096910013008056,6.045757490560675,14,15,15,lig_7p,lig_7m
3,1,HO1_pose/HO1_lig_7a.pkl,HO1_pose/HO1_lig_7m.pkl,-2.0871501757189,3.958607314841775,6.045757490560675,0,15,15,lig_7a,lig_7m
4,1,HO1_pose/HO1_lig_7n.pkl,HO1_pose/HO1_lig_7m.pkl,-0.0234810958495224,6.022276394711152,6.045757490560675,16,15,16,lig_7n,lig_7m
5,1,HO1_pose/HO1_lig_11c.pkl,HO1_pose/HO1_lig_7m.pkl,-1.550771730644782,4.494985759915893,6.045757490560675,10,15,15,lig_11c,lig_7m
6,1,HO1_pose/HO1_lig_7k.pkl,HO1_pose/HO1_lig_7m.pkl,-1.474540002057629,4.571217488503046,6.045757490560675,6,15,15,lig_7k,lig_7m
7,1,HO1_pose/HO1_lig_11b.pkl,HO1_pose/HO1_lig_7m.pkl,-1.537119184394948,4.508638306165727,6.045757490560675,9,15,15,lig_11b,lig_7m
8,1,HO1_pose/HO1_lig_7o.pkl,HO1_pose/HO1_lig_7m.pkl,-0.1249387366082999,5.920818753952375,6.045757490560675,1,15,15,lig_7o,lig_7m
9,1,HO1_pose/HO1_lig_7d.pkl,HO1_pose/HO1_lig_7m.pkl,-0.9669235411984136,5.078833949362261,6.045757490560675,18,15,18,lig_7d,lig_7m
10,1,HO1_pose/HO1_lig_7h.pkl,HO1_pose/HO1_lig_7m.pkl,-1.857332496431268,4.188424994129407,6.045757490560675,8,15,15,lig_7h,lig_7m
11,1,HO1_pose/HO1_lig_7c.pkl,HO1_pose/HO1_lig_7m.pkl,-1.5985473407534565,4.447210149807218,6.045757490560675,13,15,15,lig_7c,lig_7m
