file_name,again_number,reference_num,Ligand1,Ligand2,Lable,Lable1,Lable2,Rank1,Rank2,Rank,Ligand1_num,Ligand2_num
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_37.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-0.1199999999999992,8.4,8.52,0,21,21,lig_cdk8_37,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_26.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-1.0799999999999992,7.44,8.52,1,21,21,lig_cdk8_26,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_36.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-0.2999999999999989,8.22,8.52,2,21,21,lig_cdk8_36,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_24.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-0.9799999999999996,7.54,8.52,3,21,21,lig_cdk8_24,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_34.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-0.3699999999999992,8.15,8.52,4,21,21,lig_cdk8_34,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_21.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-1.4099999999999993,7.11,8.52,5,21,21,lig_cdk8_21,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_35.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-0.1199999999999992,8.4,8.52,6,21,21,lig_cdk8_35,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_44.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-0.1199999999999992,8.4,8.52,7,21,21,lig_cdk8_44,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_41.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-0.2999999999999989,8.22,8.52,8,21,21,lig_cdk8_41,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_16.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-1.75,6.77,8.52,9,21,21,lig_cdk8_16,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_32.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-1.5599999999999996,6.96,8.52,10,21,21,lig_cdk8_32,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_25.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-1.38,7.14,8.52,11,21,21,lig_cdk8_25,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_18.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-0.5199999999999996,8.0,8.52,12,21,21,lig_cdk8_18,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_20.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-0.7199999999999998,7.8,8.52,13,21,21,lig_cdk8_20,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_14.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-2.4399999999999995,6.08,8.52,14,21,21,lig_cdk8_14,lig_cdk8_30
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_39.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_30.pkl,-0.1199999999999992,8.4,8.52,15,21,21,lig_cdk8_39,lig_cdk8_30
