file_name,again_number,reference_num,Ligand1,Ligand2,Lable,Lable1,Lable2,Rank1,Rank2,Rank,Ligand1_num,Ligand2_num
syk,4,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3264997.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265012.pkl,0.3200000000000003,8.05,7.73,0,25,25,lig_syk_CHEMBL3264997,lig_syk_CHEMBL3265012
syk,4,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265035.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265012.pkl,0.3899999999999988,8.12,7.73,1,25,25,lig_syk_CHEMBL3265035,lig_syk_CHEMBL3265012
syk,4,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265009.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265012.pkl,-0.1800000000000006,7.55,7.73,2,25,25,lig_syk_CHEMBL3265009,lig_syk_CHEMBL3265012
syk,4,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265023.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265012.pkl,-0.0500000000000007,7.68,7.73,3,25,25,lig_syk_CHEMBL3265023,lig_syk_CHEMBL3265012
syk,4,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265033.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265012.pkl,0.9499999999999992,8.68,7.73,4,25,25,lig_syk_CHEMBL3265033,lig_syk_CHEMBL3265012
syk,4,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265006.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265012.pkl,-0.4300000000000006,7.3,7.73,5,25,25,lig_syk_CHEMBL3265006,lig_syk_CHEMBL3265012
syk,4,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265015.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265012.pkl,-0.7800000000000002,6.95,7.73,6,25,25,lig_syk_CHEMBL3265015,lig_syk_CHEMBL3265012
syk,4,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265022.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265012.pkl,0.1799999999999997,7.91,7.73,7,25,25,lig_syk_CHEMBL3265022,lig_syk_CHEMBL3265012
syk,4,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265019.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265012.pkl,0.1699999999999999,7.9,7.73,8,25,25,lig_syk_CHEMBL3265019,lig_syk_CHEMBL3265012
syk,4,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265037.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/syk/lig_syk_CHEMBL3265012.pkl,1.629999999999999,9.36,7.73,9,25,25,lig_syk_CHEMBL3265037,lig_syk_CHEMBL3265012
