reference_num,dir_1,dir_2,Label,Label1,Label2,Rank1,Rank2,Rank,lig1,lig2
1,WDR5_pose/WDR5_lig_3.pkl,WDR5_pose/WDR5_lig_8.pkl,-0.08167004645132003,10.455931955649724,10.537602002101044,0,1,1,lig_3,lig_8
1,WDR5_pose/WDR5_lig_27.pkl,WDR5_pose/WDR5_lig_8.pkl,0.16136800223497616,10.69897000433602,10.537602002101044,3,1,3,lig_27,lig_8
1,WDR5_pose/WDR5_lig_28.pkl,WDR5_pose/WDR5_lig_8.pkl,-1.308454013743189,9.229147988357855,10.537602002101044,5,1,5,lig_28,lig_8
1,WDR5_pose/WDR5_lig_29.pkl,WDR5_pose/WDR5_lig_8.pkl,-0.3437819760849319,10.193820026016112,10.537602002101044,6,1,6,lig_29,lig_8
1,WDR5_pose/WDR5_lig_4.pkl,WDR5_pose/WDR5_lig_8.pkl,-0.09390450286833207,10.443697499232712,10.537602002101044,8,1,8,lig_4,lig_8
1,WDR5_pose/WDR5_lig_26.pkl,WDR5_pose/WDR5_lig_8.pkl,-0.1286666091275439,10.4089353929735,10.537602002101044,10,1,10,lig_26,lig_8
1,WDR5_pose/WDR5_lig_19.pkl,WDR5_pose/WDR5_lig_8.pkl,-2.3505153587439,8.187086643357144,10.537602002101044,11,1,11,lig_19,lig_8
1,WDR5_pose/WDR5_lig_39.pkl,WDR5_pose/WDR5_lig_8.pkl,0.015239966556736206,10.55284196865778,10.537602002101044,13,1,13,lig_39,lig_8
1,WDR5_pose/WDR5_lig_10.pkl,WDR5_pose/WDR5_lig_8.pkl,-0.20035983378261868,10.337242168318426,10.537602002101044,14,1,14,lig_10,lig_8
1,WDR5_pose/WDR5_lig_25.pkl,WDR5_pose/WDR5_lig_8.pkl,-0.8993298381186356,9.638272163982409,10.537602002101044,18,1,18,lig_25,lig_8
1,WDR5_pose/WDR5_lig_11.pkl,WDR5_pose/WDR5_lig_8.pkl,0.10067016188136435,10.638272163982409,10.537602002101044,19,1,19,lig_11,lig_8
2,WDR5_pose/WDR5_lig_3.pkl,WDR5_pose/WDR5_lig_21.pkl,-0.20164536352806728,10.455931955649724,10.657577319177792,0,9,9,lig_3,lig_21
2,WDR5_pose/WDR5_lig_27.pkl,WDR5_pose/WDR5_lig_21.pkl,0.041392685158228915,10.69897000433602,10.657577319177792,3,9,9,lig_27,lig_21
