reference_num,dir_1,dir_2,Label,Label1,Label2,Rank1,Rank2,Rank,lig1,lig2
1,sEH_pose/sEH_lig_11n.pkl,sEH_pose/sEH_lig_6a.pkl,0.36974580803344104,7.455931955649724,7.086186147616283,36,43,43,lig_11n,lig_6a
1,sEH_pose/sEH_lig_8e.pkl,sEH_pose/sEH_lig_6a.pkl,1.214843848047698,8.301029995663981,7.086186147616283,26,43,43,lig_8e,lig_6a
1,sEH_pose/sEH_lig_11j.pkl,sEH_pose/sEH_lig_6a.pkl,1.214843848047698,8.301029995663981,7.086186147616283,22,43,43,lig_11j,lig_6a
2,sEH_pose/sEH_lig_6a.pkl,sEH_pose/sEH_lig_11n.pkl,-0.36974580803344104,7.086186147616283,7.455931955649724,43,36,43,lig_6a,lig_11n
2,sEH_pose/sEH_lig_8e.pkl,sEH_pose/sEH_lig_11n.pkl,0.8450980400142569,8.301029995663981,7.455931955649724,26,36,36,lig_8e,lig_11n
2,sEH_pose/sEH_lig_11j.pkl,sEH_pose/sEH_lig_11n.pkl,0.8450980400142569,8.301029995663981,7.455931955649724,22,36,36,lig_11j,lig_11n
3,sEH_pose/sEH_lig_6a.pkl,sEH_pose/sEH_lig_8e.pkl,-1.214843848047698,7.086186147616283,8.301029995663981,43,26,43,lig_6a,lig_8e
3,sEH_pose/sEH_lig_11n.pkl,sEH_pose/sEH_lig_8e.pkl,-0.8450980400142569,7.455931955649724,8.301029995663981,36,26,36,lig_11n,lig_8e
3,sEH_pose/sEH_lig_11j.pkl,sEH_pose/sEH_lig_8e.pkl,0.0,8.301029995663981,8.301029995663981,22,26,26,lig_11j,lig_8e
4,sEH_pose/sEH_lig_6a.pkl,sEH_pose/sEH_lig_11j.pkl,-1.214843848047698,7.086186147616283,8.301029995663981,43,22,43,lig_6a,lig_11j
4,sEH_pose/sEH_lig_11n.pkl,sEH_pose/sEH_lig_11j.pkl,-0.8450980400142569,7.455931955649724,8.301029995663981,36,22,36,lig_11n,lig_11j
4,sEH_pose/sEH_lig_8e.pkl,sEH_pose/sEH_lig_11j.pkl,0.0,8.301029995663981,8.301029995663981,26,22,26,lig_8e,lig_11j
