,Unnamed: 0,reference_num,Ligand1,Ligand2,Lable,Lable1,Lable2,Rank1,Rank2,Rank,Ligand1_num,Ligand2_num,abs_label_p,abs_predict_p
0,0,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_1a_dgl_group.pkl,2.5500000000000007,8.82,6.27,14,0,14,lig_tnks2_5o,lig_tnks2_1a,6.269999980926514,7.453311085700989
1,1,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_3b_dgl_group.pkl,0.3800000000000008,8.82,8.44,14,1,14,lig_tnks2_5o,lig_tnks2_3b,8.4399995803833,8.220001578330994
2,2,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_1b_dgl_group.pkl,1.54,8.82,7.28,14,2,14,lig_tnks2_5o,lig_tnks2_1b,7.28000020980835,7.140127778053284
3,3,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5b_dgl_group.pkl,1.1400000000000006,8.82,7.68,14,3,14,lig_tnks2_5o,lig_tnks2_5b,7.679999828338623,7.992568612098694
4,4,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_8d_dgl_group.pkl,-0.33,8.82,9.15,14,4,14,lig_tnks2_5o,lig_tnks2_8d,9.149999618530272,9.361546277999878
5,5,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5g_dgl_group.pkl,0.9000000000000004,8.82,7.92,14,5,14,lig_tnks2_5o,lig_tnks2_5g,7.920000076293945,8.601864501833916
6,6,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5j_dgl_group.pkl,0.7000000000000011,8.82,8.12,14,6,14,lig_tnks2_5o,lig_tnks2_5j,8.119999885559082,8.63006167113781
7,7,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5d_dgl_group.pkl,0.8399999999999999,8.82,7.98,14,7,14,lig_tnks2_5o,lig_tnks2_5d,7.980000019073486,8.341761946678162
8,8,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_8a_dgl_group.pkl,0.9000000000000004,8.82,7.92,14,8,14,lig_tnks2_5o,lig_tnks2_8a,7.920000076293945,8.315088152885437
9,9,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5f_dgl_group.pkl,1.3000000000000007,8.82,7.52,14,9,14,lig_tnks2_5o,lig_tnks2_5f,7.519999980926514,8.258921802043915
10,10,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_8b_dgl_group.pkl,0.08,8.82,8.74,14,10,14,lig_tnks2_5o,lig_tnks2_8b,8.739999771118164,9.28804576396942
11,11,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5k_dgl_group.pkl,0.7800000000000011,8.82,8.04,14,11,14,lig_tnks2_5o,lig_tnks2_5k,8.039999961853027,8.828420236706734
12,12,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5e_dgl_group.pkl,1.41,8.82,7.41,14,12,14,lig_tnks2_5o,lig_tnks2_5e,7.409999847412109,7.987506568431854
13,13,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5l_dgl_group.pkl,1.42,8.82,7.4,14,13,14,lig_tnks2_5o,lig_tnks2_5l,7.400000095367432,8.888102665543556
14,14,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5o_dgl_group.pkl,0.0,8.82,8.82,14,14,14,lig_tnks2_5o,lig_tnks2_5o,8.819999694824219,8.899765595793724
15,15,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5m_dgl_group.pkl,-0.4800000000000004,8.82,9.3,14,15,15,lig_tnks2_5o,lig_tnks2_5m,9.300000190734863,9.092923760414124
16,16,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_3a_dgl_group.pkl,0.7599999999999998,8.82,8.06,14,16,16,lig_tnks2_5o,lig_tnks2_3a,8.0600004196167,7.732757449150085
17,17,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5c_dgl_group.pkl,1.5200000000000005,8.82,7.3,14,17,17,lig_tnks2_5o,lig_tnks2_5c,7.300000190734863,7.845678806304932
18,18,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5i_dgl_group.pkl,-0.0299999999999993,8.82,8.85,14,18,18,lig_tnks2_5o,lig_tnks2_5i,8.850000381469727,8.305854320526123
19,19,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5n_dgl_group.pkl,0.9700000000000006,8.82,7.85,14,19,19,lig_tnks2_5o,lig_tnks2_5n,7.849999904632568,8.401306331157684
20,20,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_7_dgl_group.pkl,2.67,8.82,6.15,14,20,20,lig_tnks2_5o,lig_tnks2_7,6.150000095367432,7.627981305122375
21,21,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_8f_dgl_group.pkl,0.1600000000000001,8.82,8.66,14,21,21,lig_tnks2_5o,lig_tnks2_8f,8.65999984741211,10.08897030353546
22,22,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5h_dgl_group.pkl,1.4500000000000002,8.82,7.37,14,22,22,lig_tnks2_5o,lig_tnks2_5h,7.369999885559082,8.961717575788498
23,23,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5p_dgl_group.pkl,1.12,8.82,7.7,14,23,23,lig_tnks2_5o,lig_tnks2_5p,7.699999809265137,7.479330062866211
24,24,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_8e_dgl_group.pkl,1.3100000000000005,8.82,7.51,14,24,24,lig_tnks2_5o,lig_tnks2_8e,7.510000228881836,9.310886681079865
25,25,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_8c_dgl_group.pkl,1.4000000000000004,8.82,7.42,14,25,25,lig_tnks2_5o,lig_tnks2_8c,7.420000076293945,9.348292112350464
26,26,0,tnks2//lig_tnks2_5o_dgl_group.pkl,tnks2//lig_tnks2_5a_dgl_group.pkl,0.9300000000000006,8.82,7.89,14,26,26,lig_tnks2_5o,lig_tnks2_5a,7.889999866485596,7.848842263221741
27,27,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_1a_dgl_group.pkl,1.7699999999999996,8.04,6.27,11,0,11,lig_tnks2_5k,lig_tnks2_1a,6.269999980926514,6.577705502510071
28,28,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_3b_dgl_group.pkl,-0.4000000000000003,8.04,8.44,11,1,11,lig_tnks2_5k,lig_tnks2_3b,8.4399995803833,7.465842366218567
29,29,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_1b_dgl_group.pkl,0.7599999999999989,8.04,7.28,11,2,11,lig_tnks2_5k,lig_tnks2_1b,7.28000020980835,6.288868546485901
30,30,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5b_dgl_group.pkl,0.3599999999999994,8.04,7.68,11,3,11,lig_tnks2_5k,lig_tnks2_5b,7.679999828338623,7.289836823940277
31,31,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_8d_dgl_group.pkl,-1.1100000000000012,8.04,9.15,11,4,11,lig_tnks2_5k,lig_tnks2_8d,9.149999618530272,8.621856570243835
32,32,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5g_dgl_group.pkl,0.1199999999999992,8.04,7.92,11,5,11,lig_tnks2_5k,lig_tnks2_5g,7.920000076293945,7.846683874726295
33,33,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5j_dgl_group.pkl,-0.08,8.04,8.12,11,6,11,lig_tnks2_5k,lig_tnks2_5j,8.119999885559082,7.87575389444828
34,34,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5d_dgl_group.pkl,0.0599999999999987,8.04,7.98,11,7,11,lig_tnks2_5k,lig_tnks2_5d,7.980000019073486,7.466895282268524
35,35,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_8a_dgl_group.pkl,0.1199999999999992,8.04,7.92,11,8,11,lig_tnks2_5k,lig_tnks2_8a,7.920000076293945,7.531440317630768
36,36,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5f_dgl_group.pkl,0.5199999999999996,8.04,7.52,11,9,11,lig_tnks2_5k,lig_tnks2_5f,7.519999980926514,7.068485975265503
37,37,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_8b_dgl_group.pkl,-0.7000000000000011,8.04,8.74,11,10,11,lig_tnks2_5k,lig_tnks2_8b,8.739999771118164,8.63126653432846
38,38,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5k_dgl_group.pkl,0.0,8.04,8.04,11,11,11,lig_tnks2_5k,lig_tnks2_5k,8.039999961853027,8.119771115481853
39,39,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5e_dgl_group.pkl,0.629999999999999,8.04,7.41,11,12,12,lig_tnks2_5k,lig_tnks2_5e,7.409999847412109,7.061261415481567
40,40,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5l_dgl_group.pkl,0.6399999999999988,8.04,7.4,11,13,13,lig_tnks2_5k,lig_tnks2_5l,7.400000095367432,8.122802667319775
41,41,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5o_dgl_group.pkl,-0.7800000000000011,8.04,8.82,11,14,14,lig_tnks2_5k,lig_tnks2_5o,8.819999694824219,8.219571217894554
42,42,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5m_dgl_group.pkl,-1.2600000000000016,8.04,9.3,11,15,15,lig_tnks2_5k,lig_tnks2_5m,9.300000190734863,8.58857798576355
43,43,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_3a_dgl_group.pkl,-0.0200000000000013,8.04,8.06,11,16,16,lig_tnks2_5k,lig_tnks2_3a,8.0600004196167,6.865941047668457
44,44,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5c_dgl_group.pkl,0.7399999999999993,8.04,7.3,11,17,17,lig_tnks2_5k,lig_tnks2_5c,7.300000190734863,7.174820303916931
45,45,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5i_dgl_group.pkl,-0.8100000000000005,8.04,8.85,11,18,18,lig_tnks2_5k,lig_tnks2_5i,8.850000381469727,7.49028217792511
46,46,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5n_dgl_group.pkl,0.1899999999999995,8.04,7.85,11,19,19,lig_tnks2_5k,lig_tnks2_5n,7.849999904632568,7.795144364237785
47,47,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_7_dgl_group.pkl,1.8899999999999988,8.04,6.15,11,20,20,lig_tnks2_5k,lig_tnks2_7,6.150000095367432,6.669910669326782
48,48,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_8f_dgl_group.pkl,-0.620000000000001,8.04,8.66,11,21,21,lig_tnks2_5k,lig_tnks2_8f,8.65999984741211,9.339767575263975
49,49,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5h_dgl_group.pkl,0.669999999999999,8.04,7.37,11,22,22,lig_tnks2_5k,lig_tnks2_5h,7.369999885559082,8.377940475940704
50,50,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5p_dgl_group.pkl,0.3399999999999989,8.04,7.7,11,23,23,lig_tnks2_5k,lig_tnks2_5p,7.699999809265137,7.082036972045898
51,51,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_8e_dgl_group.pkl,0.5299999999999994,8.04,7.51,11,24,24,lig_tnks2_5k,lig_tnks2_8e,7.510000228881836,8.527483701705933
52,52,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_8c_dgl_group.pkl,0.6199999999999992,8.04,7.42,11,25,25,lig_tnks2_5k,lig_tnks2_8c,7.420000076293945,8.655951082706451
53,53,1,tnks2//lig_tnks2_5k_dgl_group.pkl,tnks2//lig_tnks2_5a_dgl_group.pkl,0.1499999999999994,8.04,7.89,11,26,26,lig_tnks2_5k,lig_tnks2_5a,7.889999866485596,6.949957847595215
54,54,2,tnks2//lig_tnks2_5n_dgl_group.pkl,tnks2//lig_tnks2_1a_dgl_group.pkl,1.58,7.85,6.27,19,0,19,lig_tnks2_5n,lig_tnks2_1a,6.269999980926514,6.371339321136475
55,55,2,tnks2//lig_tnks2_5n_dgl_group.pkl,tnks2//lig_tnks2_3b_dgl_group.pkl,-0.5899999999999999,7.85,8.44,19,1,19,lig_tnks2_5n,lig_tnks2_3b,8.4399995803833,7.444745481014252
