,Unnamed: 0,reference_num,Ligand1,Ligand2,Lable,Lable1,Lable2,Rank1,Rank2,Rank,Ligand1_num,Ligand2_num,abs_label_p,abs_predict_p
0,0,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_ejm_55_dgl_group.pkl,0.0,6.777131517687867,6.777131517687867,0,0,0,Tyk2_ejm_55,Tyk2_ejm_55,6.7771315574646,6.8569009974598885
1,1,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_ejm_50_dgl_group.pkl,0.1692443267175054,6.777131517687867,6.607887190970361,0,1,1,Tyk2_ejm_55,Tyk2_ejm_50,6.607887268066406,7.167126417160034
2,2,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_ejm_47_dgl_group.pkl,-0.3605640003981571,6.777131517687867,7.137695518086024,0,2,2,Tyk2_ejm_55,Tyk2_ejm_47,7.1376953125,7.351974308490753
3,3,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_ejm_43_dgl_group.pkl,0.6990526538331698,6.777131517687867,6.078078863854697,0,3,3,Tyk2_ejm_55,Tyk2_ejm_43,6.078078746795654,6.900391921401024
4,4,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_ejm_31_dgl_group.pkl,-0.2428288165946757,6.777131517687867,7.019960334282542,0,4,4,Tyk2_ejm_55,Tyk2_ejm_31,7.019960403442383,7.225796937942505
5,5,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_ejm_42_dgl_group.pkl,-0.4194315922998965,6.777131517687867,7.196563109987763,0,5,5,Tyk2_ejm_55,Tyk2_ejm_42,7.196563243865967,7.224415600299835
6,6,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_jmc_27_dgl_group.pkl,-1.5231989404575297,6.777131517687867,8.300330458145396,0,6,6,Tyk2_ejm_55,Tyk2_jmc_27,8.30033016204834,8.196195602416992
7,7,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_ejm_49_dgl_group.pkl,1.074333552206764,6.777131517687867,5.702797965481103,0,7,7,Tyk2_ejm_55,Tyk2_ejm_49,5.702797889709473,6.779223099350929
8,8,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_jmc_28_dgl_group.pkl,-1.3024454708260045,6.777131517687867,8.079576988513871,0,8,8,Tyk2_ejm_55,Tyk2_jmc_28,8.079577445983887,7.801078200340271
9,9,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_jmc_30_dgl_group.pkl,-1.273011674875134,6.777131517687867,8.050143192563,0,9,9,Tyk2_ejm_55,Tyk2_jmc_30,8.050143241882324,8.32533085346222
10,10,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_jmc_23_dgl_group.pkl,-1.8322537979416664,6.777131517687867,8.609385315629533,0,10,10,Tyk2_ejm_55,Tyk2_jmc_23,8.60938549041748,8.416675209999084
11,11,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_ejm_46_dgl_group.pkl,-1.5452742874206835,6.777131517687867,8.32240580510855,0,11,11,Tyk2_ejm_55,Tyk2_ejm_46,8.322405815124512,7.61232191324234
12,12,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_ejm_45_dgl_group.pkl,-0.2575457145701119,6.777131517687867,7.0346772322579785,0,12,12,Tyk2_ejm_55,Tyk2_ejm_45,7.034677028656006,7.784259676933289
13,13,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_ejm_48_dgl_group.pkl,0.1545274287420701,6.777131517687867,6.622604088945796,0,13,13,Tyk2_ejm_55,Tyk2_ejm_48,6.622603893280029,7.220440626144409
14,14,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_ejm_54_dgl_group.pkl,-0.9713152663787143,6.777131517687867,7.748446784066581,0,14,14,Tyk2_ejm_55,Tyk2_ejm_54,7.748446941375732,8.043283939361572
15,15,0,Tyk2//Tyk2_ejm_55_dgl_group.pkl,Tyk2//Tyk2_ejm_44_dgl_group.pkl,1.317162368801445,6.777131517687867,5.4599691488864215,0,15,15,Tyk2_ejm_55,Tyk2_ejm_44,5.4599690437316895,6.479501903057098
16,16,1,Tyk2//Tyk2_ejm_43_dgl_group.pkl,Tyk2//Tyk2_ejm_55_dgl_group.pkl,-0.6990526538331698,6.078078863854697,6.777131517687867,3,0,3,Tyk2_ejm_43,Tyk2_ejm_55,6.7771315574646,5.924831911921501
17,17,1,Tyk2//Tyk2_ejm_43_dgl_group.pkl,Tyk2//Tyk2_ejm_50_dgl_group.pkl,-0.5298083271156644,6.078078863854697,6.607887190970361,3,1,3,Tyk2_ejm_43,Tyk2_ejm_50,6.607887268066406,6.177093982696533
18,18,1,Tyk2//Tyk2_ejm_43_dgl_group.pkl,Tyk2//Tyk2_ejm_47_dgl_group.pkl,-1.059616654231327,6.078078863854697,7.137695518086024,3,2,3,Tyk2_ejm_43,Tyk2_ejm_47,7.1376953125,6.492124259471893
19,19,1,Tyk2//Tyk2_ejm_43_dgl_group.pkl,Tyk2//Tyk2_ejm_43_dgl_group.pkl,0.0,6.078078863854697,6.078078863854697,3,3,3,Tyk2_ejm_43,Tyk2_ejm_43,6.078078746795654,6.157833084464073
20,20,1,Tyk2//Tyk2_ejm_43_dgl_group.pkl,Tyk2//Tyk2_ejm_31_dgl_group.pkl,-0.9418814704278456,6.078078863854697,7.019960334282542,3,4,4,Tyk2_ejm_43,Tyk2_ejm_31,7.019960403442383,6.1347081661224365
21,21,1,Tyk2//Tyk2_ejm_43_dgl_group.pkl,Tyk2//Tyk2_ejm_42_dgl_group.pkl,-1.1184842461330664,6.078078863854697,7.196563109987763,3,5,5,Tyk2_ejm_43,Tyk2_ejm_42,7.196563243865967,6.190852209925652
