reference_num,dir_1,dir_2,Label,Label1,Label2,Rank1,Rank2,Rank,lig1,lig2
1,CDK9_pose/CDK9_lig_4.pkl,CDK9_pose/CDK9_lig_2.pkl,0.6945608854309642,6.00436480540245,5.309803919971486,2,35,35,lig_4,lig_2
1,CDK9_pose/CDK9_lig_17.pkl,CDK9_pose/CDK9_lig_2.pkl,3.0881360887005513,8.397940008672037,5.309803919971486,17,35,35,lig_17,lig_2
1,CDK9_pose/CDK9_lig_35.pkl,CDK9_pose/CDK9_lig_2.pkl,2.5440680443502757,7.853871964321762,5.309803919971486,28,35,35,lig_35,lig_2
2,CDK9_pose/CDK9_lig_2.pkl,CDK9_pose/CDK9_lig_4.pkl,-0.6945608854309642,5.309803919971486,6.00436480540245,35,2,35,lig_2,lig_4
2,CDK9_pose/CDK9_lig_17.pkl,CDK9_pose/CDK9_lig_4.pkl,2.393575203269587,8.397940008672037,6.00436480540245,17,2,17,lig_17,lig_4
2,CDK9_pose/CDK9_lig_35.pkl,CDK9_pose/CDK9_lig_4.pkl,1.8495071589193115,7.853871964321762,6.00436480540245,28,2,28,lig_35,lig_4
3,CDK9_pose/CDK9_lig_2.pkl,CDK9_pose/CDK9_lig_17.pkl,-3.0881360887005513,5.309803919971486,8.397940008672037,35,17,35,lig_2,lig_17
3,CDK9_pose/CDK9_lig_4.pkl,CDK9_pose/CDK9_lig_17.pkl,-2.393575203269587,6.00436480540245,8.397940008672037,2,17,17,lig_4,lig_17
3,CDK9_pose/CDK9_lig_35.pkl,CDK9_pose/CDK9_lig_17.pkl,-0.5440680443502757,7.853871964321762,8.397940008672037,28,17,28,lig_35,lig_17
4,CDK9_pose/CDK9_lig_2.pkl,CDK9_pose/CDK9_lig_35.pkl,-2.5440680443502757,5.309803919971486,7.853871964321762,35,28,35,lig_2,lig_35
4,CDK9_pose/CDK9_lig_4.pkl,CDK9_pose/CDK9_lig_35.pkl,-1.8495071589193115,6.00436480540245,7.853871964321762,2,28,28,lig_4,lig_35
4,CDK9_pose/CDK9_lig_17.pkl,CDK9_pose/CDK9_lig_35.pkl,0.5440680443502757,8.397940008672037,7.853871964321762,17,28,28,lig_17,lig_35
