reference_num,dir_1,dir_2,Label,Label1,Label2,Rank1,Rank2,Rank,lig1,lig2
1,CDK9_pose/CDK9_lig_36.pkl,CDK9_pose/CDK9_lig_2.pkl,1.4860760973725888,6.795880017344075,5.309803919971486,0,35,35,lig_36,lig_2
1,CDK9_pose/CDK9_lig_11.pkl,CDK9_pose/CDK9_lig_2.pkl,1.0881360887005513,6.3979400086720375,5.309803919971486,1,35,35,lig_11,lig_2
1,CDK9_pose/CDK9_lig_9.pkl,CDK9_pose/CDK9_lig_2.pkl,3.0881360887005513,8.397940008672037,5.309803919971486,3,35,35,lig_9,lig_2
1,CDK9_pose/CDK9_lig_24.pkl,CDK9_pose/CDK9_lig_2.pkl,3.2130748253088512,8.522878745280337,5.309803919971486,4,35,35,lig_24,lig_2
1,CDK9_pose/CDK9_lig_3.pkl,CDK9_pose/CDK9_lig_2.pkl,0.3284682440109208,5.638272163982407,5.309803919971486,5,35,35,lig_3,lig_2
1,CDK9_pose/CDK9_lig_27.pkl,CDK9_pose/CDK9_lig_2.pkl,2.6488033948702885,7.958607314841775,5.309803919971486,6,35,35,lig_27,lig_2
1,CDK9_pose/CDK9_lig_40.pkl,CDK9_pose/CDK9_lig_2.pkl,3.2130748253088512,8.522878745280337,5.309803919971486,7,35,35,lig_40,lig_2
1,CDK9_pose/CDK9_lig_18.pkl,CDK9_pose/CDK9_lig_2.pkl,2.91204482964487,8.221848749616356,5.309803919971486,8,35,35,lig_18,lig_2
1,CDK9_pose/CDK9_lig_37.pkl,CDK9_pose/CDK9_lig_2.pkl,2.0991314730020143,7.4089353929735005,5.309803919971486,9,35,35,lig_37,lig_2
1,CDK9_pose/CDK9_lig_23.pkl,CDK9_pose/CDK9_lig_2.pkl,1.1716821401506268,6.481486060122113,5.309803919971486,10,35,35,lig_23,lig_2
1,CDK9_pose/CDK9_lig_19.pkl,CDK9_pose/CDK9_lig_2.pkl,3.2130748253088512,8.522878745280337,5.309803919971486,11,35,35,lig_19,lig_2
1,CDK9_pose/CDK9_lig_8.pkl,CDK9_pose/CDK9_lig_2.pkl,2.91204482964487,8.221848749616356,5.309803919971486,12,35,35,lig_8,lig_2
1,CDK9_pose/CDK9_lig_38.pkl,CDK9_pose/CDK9_lig_2.pkl,2.78710609303657,8.096910013008056,5.309803919971486,13,35,35,lig_38,lig_2
1,CDK9_pose/CDK9_lig_15.pkl,CDK9_pose/CDK9_lig_2.pkl,2.690196080028514,8.0,5.309803919971486,14,35,35,lig_15,lig_2
1,CDK9_pose/CDK9_lig_22.pkl,CDK9_pose/CDK9_lig_2.pkl,-0.7869251746911488,4.522878745280337,5.309803919971486,15,35,35,lig_22,lig_2
1,CDK9_pose/CDK9_lig_26.pkl,CDK9_pose/CDK9_lig_2.pkl,1.576252727721677,6.886056647693163,5.309803919971486,16,35,35,lig_26,lig_2
1,CDK9_pose/CDK9_lig_21.pkl,CDK9_pose/CDK9_lig_2.pkl,0.6901960800285138,6.0,5.309803919971486,18,35,35,lig_21,lig_2
1,CDK9_pose/CDK9_lig_29.pkl,CDK9_pose/CDK9_lig_2.pkl,0.08813608870055134,5.3979400086720375,5.309803919971486,19,35,35,lig_29,lig_2
1,CDK9_pose/CDK9_lig_34.pkl,CDK9_pose/CDK9_lig_2.pkl,2.690196080028514,8.0,5.309803919971486,20,35,35,lig_34,lig_2
1,CDK9_pose/CDK9_lig_30.pkl,CDK9_pose/CDK9_lig_2.pkl,0.0369835662531699,5.346787486224656,5.309803919971486,21,35,35,lig_30,lig_2
1,CDK9_pose/CDK9_lig_39.pkl,CDK9_pose/CDK9_lig_2.pkl,2.91204482964487,8.221848749616356,5.309803919971486,22,35,35,lig_39,lig_2
1,CDK9_pose/CDK9_lig_5.pkl,CDK9_pose/CDK9_lig_2.pkl,0.018098222092796767,5.327902142064283,5.309803919971486,23,35,35,lig_5,lig_2
1,CDK9_pose/CDK9_lig_25.pkl,CDK9_pose/CDK9_lig_2.pkl,1.2752227320576957,6.585026652029182,5.309803919971486,24,35,35,lig_25,lig_2
1,CDK9_pose/CDK9_lig_33.pkl,CDK9_pose/CDK9_lig_2.pkl,3.0881360887005513,8.397940008672037,5.309803919971486,25,35,35,lig_33,lig_2
1,CDK9_pose/CDK9_lig_16.pkl,CDK9_pose/CDK9_lig_2.pkl,3.2130748253088512,8.522878745280337,5.309803919971486,26,35,35,lig_16,lig_2
1,CDK9_pose/CDK9_lig_13.pkl,CDK9_pose/CDK9_lig_2.pkl,1.7659167939666318,7.075720713938118,5.309803919971486,27,35,35,lig_13,lig_2
1,CDK9_pose/CDK9_lig_14.pkl,CDK9_pose/CDK9_lig_2.pkl,2.6488033948702885,7.958607314841775,5.309803919971486,29,35,35,lig_14,lig_2
1,CDK9_pose/CDK9_lig_20.pkl,CDK9_pose/CDK9_lig_2.pkl,3.2130748253088512,8.522878745280337,5.309803919971486,30,35,35,lig_20,lig_2
1,CDK9_pose/CDK9_lig_10.pkl,CDK9_pose/CDK9_lig_2.pkl,1.6901960800285138,7.0,5.309803919971486,31,35,35,lig_10,lig_2
1,CDK9_pose/CDK9_lig_31.pkl,CDK9_pose/CDK9_lig_2.pkl,1.845098040014257,7.154901959985743,5.309803919971486,32,35,35,lig_31,lig_2
1,CDK9_pose/CDK9_lig_32.pkl,CDK9_pose/CDK9_lig_2.pkl,2.78710609303657,8.096910013008056,5.309803919971486,33,35,35,lig_32,lig_2
1,CDK9_pose/CDK9_lig_7.pkl,CDK9_pose/CDK9_lig_2.pkl,2.486076097372589,7.795880017344075,5.309803919971486,34,35,35,lig_7,lig_2
1,CDK9_pose/CDK9_lig_12.pkl,CDK9_pose/CDK9_lig_2.pkl,1.9343212243560206,7.244125144327507,5.309803919971486,36,35,36,lig_12,lig_2
1,CDK9_pose/CDK9_lig_28.pkl,CDK9_pose/CDK9_lig_2.pkl,0.6110148339808887,5.920818753952375,5.309803919971486,37,35,37,lig_28,lig_2
2,CDK9_pose/CDK9_lig_36.pkl,CDK9_pose/CDK9_lig_4.pkl,0.7915152119416247,6.795880017344075,6.00436480540245,0,2,2,lig_36,lig_4
2,CDK9_pose/CDK9_lig_11.pkl,CDK9_pose/CDK9_lig_4.pkl,0.39357520326958717,6.3979400086720375,6.00436480540245,1,2,2,lig_11,lig_4
2,CDK9_pose/CDK9_lig_9.pkl,CDK9_pose/CDK9_lig_4.pkl,2.393575203269587,8.397940008672037,6.00436480540245,3,2,3,lig_9,lig_4
2,CDK9_pose/CDK9_lig_24.pkl,CDK9_pose/CDK9_lig_4.pkl,2.518513939877887,8.522878745280337,6.00436480540245,4,2,4,lig_24,lig_4
2,CDK9_pose/CDK9_lig_3.pkl,CDK9_pose/CDK9_lig_4.pkl,-0.3660926414200434,5.638272163982407,6.00436480540245,5,2,5,lig_3,lig_4
2,CDK9_pose/CDK9_lig_27.pkl,CDK9_pose/CDK9_lig_4.pkl,1.9542425094393243,7.958607314841775,6.00436480540245,6,2,6,lig_27,lig_4
2,CDK9_pose/CDK9_lig_40.pkl,CDK9_pose/CDK9_lig_4.pkl,2.518513939877887,8.522878745280337,6.00436480540245,7,2,7,lig_40,lig_4
2,CDK9_pose/CDK9_lig_18.pkl,CDK9_pose/CDK9_lig_4.pkl,2.217483944213906,8.221848749616356,6.00436480540245,8,2,8,lig_18,lig_4
2,CDK9_pose/CDK9_lig_37.pkl,CDK9_pose/CDK9_lig_4.pkl,1.4045705875710501,7.4089353929735005,6.00436480540245,9,2,9,lig_37,lig_4
2,CDK9_pose/CDK9_lig_23.pkl,CDK9_pose/CDK9_lig_4.pkl,0.4771212547196626,6.481486060122113,6.00436480540245,10,2,10,lig_23,lig_4
2,CDK9_pose/CDK9_lig_19.pkl,CDK9_pose/CDK9_lig_4.pkl,2.518513939877887,8.522878745280337,6.00436480540245,11,2,11,lig_19,lig_4
2,CDK9_pose/CDK9_lig_8.pkl,CDK9_pose/CDK9_lig_4.pkl,2.217483944213906,8.221848749616356,6.00436480540245,12,2,12,lig_8,lig_4
2,CDK9_pose/CDK9_lig_38.pkl,CDK9_pose/CDK9_lig_4.pkl,2.092545207605606,8.096910013008056,6.00436480540245,13,2,13,lig_38,lig_4
2,CDK9_pose/CDK9_lig_15.pkl,CDK9_pose/CDK9_lig_4.pkl,1.9956351945975497,8.0,6.00436480540245,14,2,14,lig_15,lig_4
2,CDK9_pose/CDK9_lig_22.pkl,CDK9_pose/CDK9_lig_4.pkl,-1.481486060122113,4.522878745280337,6.00436480540245,15,2,15,lig_22,lig_4
2,CDK9_pose/CDK9_lig_26.pkl,CDK9_pose/CDK9_lig_4.pkl,0.8816918422907127,6.886056647693163,6.00436480540245,16,2,16,lig_26,lig_4
2,CDK9_pose/CDK9_lig_21.pkl,CDK9_pose/CDK9_lig_4.pkl,-0.0043648054024503224,6.0,6.00436480540245,18,2,18,lig_21,lig_4
2,CDK9_pose/CDK9_lig_29.pkl,CDK9_pose/CDK9_lig_4.pkl,-0.6064247967304128,5.3979400086720375,6.00436480540245,19,2,19,lig_29,lig_4
2,CDK9_pose/CDK9_lig_34.pkl,CDK9_pose/CDK9_lig_4.pkl,1.9956351945975497,8.0,6.00436480540245,20,2,20,lig_34,lig_4
2,CDK9_pose/CDK9_lig_30.pkl,CDK9_pose/CDK9_lig_4.pkl,-0.6575773191777943,5.346787486224656,6.00436480540245,21,2,21,lig_30,lig_4
2,CDK9_pose/CDK9_lig_39.pkl,CDK9_pose/CDK9_lig_4.pkl,2.217483944213906,8.221848749616356,6.00436480540245,22,2,22,lig_39,lig_4
2,CDK9_pose/CDK9_lig_5.pkl,CDK9_pose/CDK9_lig_4.pkl,-0.6764626633381674,5.327902142064283,6.00436480540245,23,2,23,lig_5,lig_4
2,CDK9_pose/CDK9_lig_25.pkl,CDK9_pose/CDK9_lig_4.pkl,0.5806618466267315,6.585026652029182,6.00436480540245,24,2,24,lig_25,lig_4
2,CDK9_pose/CDK9_lig_33.pkl,CDK9_pose/CDK9_lig_4.pkl,2.393575203269587,8.397940008672037,6.00436480540245,25,2,25,lig_33,lig_4
2,CDK9_pose/CDK9_lig_16.pkl,CDK9_pose/CDK9_lig_4.pkl,2.518513939877887,8.522878745280337,6.00436480540245,26,2,26,lig_16,lig_4
2,CDK9_pose/CDK9_lig_13.pkl,CDK9_pose/CDK9_lig_4.pkl,1.0713559085356676,7.075720713938118,6.00436480540245,27,2,27,lig_13,lig_4
2,CDK9_pose/CDK9_lig_14.pkl,CDK9_pose/CDK9_lig_4.pkl,1.9542425094393243,7.958607314841775,6.00436480540245,29,2,29,lig_14,lig_4
2,CDK9_pose/CDK9_lig_20.pkl,CDK9_pose/CDK9_lig_4.pkl,2.518513939877887,8.522878745280337,6.00436480540245,30,2,30,lig_20,lig_4
2,CDK9_pose/CDK9_lig_10.pkl,CDK9_pose/CDK9_lig_4.pkl,0.9956351945975497,7.0,6.00436480540245,31,2,31,lig_10,lig_4
