reference_num,dir_1,dir_2,Label,Label1,Label2,Rank1,Rank2,Rank,lig1,lig2
1,WDR5_pose/WDR5_lig_21.pkl,WDR5_pose/WDR5_lig_8.pkl,0.11997531707674725,10.657577319177792,10.537602002101044,9,1,9,lig_21,lig_8
1,WDR5_pose/WDR5_lig_5.pkl,WDR5_pose/WDR5_lig_8.pkl,-0.27796469159528847,10.259637310505756,10.537602002101044,17,1,17,lig_5,lig_8
1,WDR5_pose/WDR5_lig_6.pkl,WDR5_pose/WDR5_lig_8.pkl,0.11997531707674725,10.657577319177792,10.537602002101044,4,1,4,lig_6,lig_8
1,WDR5_pose/WDR5_lig_12.pkl,WDR5_pose/WDR5_lig_8.pkl,-0.8514692224701985,9.686132779630846,10.537602002101044,20,1,20,lig_12,lig_8
1,WDR5_pose/WDR5_lig_2.pkl,WDR5_pose/WDR5_lig_8.pkl,-0.05611594197893233,10.481486060122112,10.537602002101044,16,1,16,lig_2,lig_8
1,WDR5_pose/WDR5_lig_13.pkl,WDR5_pose/WDR5_lig_8.pkl,0.06445798922691992,10.602059991327964,10.537602002101044,12,1,12,lig_13,lig_8
1,WDR5_pose/WDR5_lig_22.pkl,WDR5_pose/WDR5_lig_8.pkl,-2.0690809191432997,8.468521082957745,10.537602002101044,15,1,15,lig_22,lig_8
1,WDR5_pose/WDR5_lig_35.pkl,WDR5_pose/WDR5_lig_8.pkl,0.0,10.537602002101044,10.537602002101044,2,1,2,lig_35,lig_8
1,WDR5_pose/WDR5_lig_23.pkl,WDR5_pose/WDR5_lig_8.pkl,0.015239966556736206,10.55284196865778,10.537602002101044,7,1,7,lig_23,lig_8
1,WDR5_pose/WDR5_lig_39.pkl,WDR5_pose/WDR5_lig_8.pkl,0.015239966556736206,10.55284196865778,10.537602002101044,13,1,13,lig_39,lig_8
1,WDR5_pose/WDR5_lig_29.pkl,WDR5_pose/WDR5_lig_8.pkl,-0.3437819760849319,10.193820026016112,10.537602002101044,6,1,6,lig_29,lig_8
1,WDR5_pose/WDR5_lig_4.pkl,WDR5_pose/WDR5_lig_8.pkl,-0.09390450286833207,10.443697499232712,10.537602002101044,8,1,8,lig_4,lig_8
2,WDR5_pose/WDR5_lig_8.pkl,WDR5_pose/WDR5_lig_21.pkl,-0.11997531707674725,10.537602002101044,10.657577319177792,1,9,9,lig_8,lig_21
2,WDR5_pose/WDR5_lig_5.pkl,WDR5_pose/WDR5_lig_21.pkl,-0.3979400086720357,10.259637310505756,10.657577319177792,17,9,17,lig_5,lig_21
2,WDR5_pose/WDR5_lig_6.pkl,WDR5_pose/WDR5_lig_21.pkl,0.0,10.657577319177792,10.657577319177792,4,9,9,lig_6,lig_21
2,WDR5_pose/WDR5_lig_12.pkl,WDR5_pose/WDR5_lig_21.pkl,-0.9714445395469458,9.686132779630846,10.657577319177792,20,9,20,lig_12,lig_21
2,WDR5_pose/WDR5_lig_2.pkl,WDR5_pose/WDR5_lig_21.pkl,-0.17609125905567957,10.481486060122112,10.657577319177792,16,9,16,lig_2,lig_21
2,WDR5_pose/WDR5_lig_13.pkl,WDR5_pose/WDR5_lig_21.pkl,-0.055517327849827325,10.602059991327964,10.657577319177792,12,9,12,lig_13,lig_21
2,WDR5_pose/WDR5_lig_22.pkl,WDR5_pose/WDR5_lig_21.pkl,-2.189056236220047,8.468521082957745,10.657577319177792,15,9,15,lig_22,lig_21
2,WDR5_pose/WDR5_lig_35.pkl,WDR5_pose/WDR5_lig_21.pkl,-0.11997531707674725,10.537602002101044,10.657577319177792,2,9,9,lig_35,lig_21
2,WDR5_pose/WDR5_lig_23.pkl,WDR5_pose/WDR5_lig_21.pkl,-0.10473535052001104,10.55284196865778,10.657577319177792,7,9,9,lig_23,lig_21
2,WDR5_pose/WDR5_lig_39.pkl,WDR5_pose/WDR5_lig_21.pkl,-0.10473535052001104,10.55284196865778,10.657577319177792,13,9,13,lig_39,lig_21
2,WDR5_pose/WDR5_lig_29.pkl,WDR5_pose/WDR5_lig_21.pkl,-0.46375729316167913,10.193820026016112,10.657577319177792,6,9,9,lig_29,lig_21
2,WDR5_pose/WDR5_lig_4.pkl,WDR5_pose/WDR5_lig_21.pkl,-0.21387981994507932,10.443697499232712,10.657577319177792,8,9,9,lig_4,lig_21
3,WDR5_pose/WDR5_lig_8.pkl,WDR5_pose/WDR5_lig_5.pkl,0.27796469159528847,10.537602002101044,10.259637310505756,1,17,17,lig_8,lig_5
3,WDR5_pose/WDR5_lig_21.pkl,WDR5_pose/WDR5_lig_5.pkl,0.3979400086720357,10.657577319177792,10.259637310505756,9,17,17,lig_21,lig_5
3,WDR5_pose/WDR5_lig_6.pkl,WDR5_pose/WDR5_lig_5.pkl,0.3979400086720357,10.657577319177792,10.259637310505756,4,17,17,lig_6,lig_5
3,WDR5_pose/WDR5_lig_12.pkl,WDR5_pose/WDR5_lig_5.pkl,-0.57350453087491,9.686132779630846,10.259637310505756,20,17,20,lig_12,lig_5
3,WDR5_pose/WDR5_lig_2.pkl,WDR5_pose/WDR5_lig_5.pkl,0.22184874961635614,10.481486060122112,10.259637310505756,16,17,17,lig_2,lig_5
3,WDR5_pose/WDR5_lig_13.pkl,WDR5_pose/WDR5_lig_5.pkl,0.3424226808222084,10.602059991327964,10.259637310505756,12,17,17,lig_13,lig_5
3,WDR5_pose/WDR5_lig_22.pkl,WDR5_pose/WDR5_lig_5.pkl,-1.7911162275480113,8.468521082957745,10.259637310505756,15,17,17,lig_22,lig_5
3,WDR5_pose/WDR5_lig_35.pkl,WDR5_pose/WDR5_lig_5.pkl,0.27796469159528847,10.537602002101044,10.259637310505756,2,17,17,lig_35,lig_5
3,WDR5_pose/WDR5_lig_23.pkl,WDR5_pose/WDR5_lig_5.pkl,0.2932046581520247,10.55284196865778,10.259637310505756,7,17,17,lig_23,lig_5
3,WDR5_pose/WDR5_lig_39.pkl,WDR5_pose/WDR5_lig_5.pkl,0.2932046581520247,10.55284196865778,10.259637310505756,13,17,17,lig_39,lig_5
3,WDR5_pose/WDR5_lig_29.pkl,WDR5_pose/WDR5_lig_5.pkl,-0.06581728448964341,10.193820026016112,10.259637310505756,6,17,17,lig_29,lig_5
3,WDR5_pose/WDR5_lig_4.pkl,WDR5_pose/WDR5_lig_5.pkl,0.1840601887269564,10.443697499232712,10.259637310505756,8,17,17,lig_4,lig_5
4,WDR5_pose/WDR5_lig_8.pkl,WDR5_pose/WDR5_lig_6.pkl,-0.11997531707674725,10.537602002101044,10.657577319177792,1,4,4,lig_8,lig_6
