,reference_num,dir_1,dir_2,Label,Label1,Label2,Rank1,Rank2,Rank,lig1,lig2
0,1,PSK13_pose/PSK13_lig_32.pkl,PSK13_pose/PSK13_lig_42.pkl,0.4220736883887568,6.552841968657781,6.130768280269024,22,4,22,lig_32,lig_42
1,1,PSK13_pose/PSK13_lig_22.pkl,PSK13_pose/PSK13_lig_42.pkl,-0.3612172016472978,5.769551078621726,6.130768280269024,11,4,11,lig_22,lig_42
2,1,PSK13_pose/PSK13_lig_23.pkl,PSK13_pose/PSK13_lig_42.pkl,-0.0850107897083489,6.045757490560675,6.130768280269024,3,4,4,lig_23,lig_42
3,1,PSK13_pose/PSK13_lig_43.pkl,PSK13_pose/PSK13_lig_42.pkl,0.0059088596105203,6.136677139879544,6.130768280269024,25,4,25,lig_43,lig_42
4,1,PSK13_pose/PSK13_lig_44.pkl,PSK13_pose/PSK13_lig_42.pkl,0.4712917110589387,6.6020599913279625,6.130768280269024,23,4,23,lig_44,lig_42
5,1,PSK13_pose/PSK13_lig_35.pkl,PSK13_pose/PSK13_lig_42.pkl,0.3507177798530891,6.481486060122113,6.130768280269024,5,4,5,lig_35,lig_42
6,1,PSK13_pose/PSK13_lig_39.pkl,PSK13_pose/PSK13_lig_42.pkl,0.5470124249970567,6.6777807052660805,6.130768280269024,8,4,8,lig_39,lig_42
7,1,PSK13_pose/PSK13_lig_25.pkl,PSK13_pose/PSK13_lig_42.pkl,0.3129292189636894,6.443697499232713,6.130768280269024,28,4,28,lig_25,lig_42
8,1,PSK13_pose/PSK13_lig_38.pkl,PSK13_pose/PSK13_lig_42.pkl,-0.1307682802690237,6.0,6.130768280269024,32,4,32,lig_38,lig_42
9,1,PSK13_pose/PSK13_lig_20.pkl,PSK13_pose/PSK13_lig_42.pkl,0.1532283760961768,6.2839966563652006,6.130768280269024,36,4,36,lig_20,lig_42
10,1,PSK13_pose/PSK13_lig_1.pkl,PSK13_pose/PSK13_lig_42.pkl,0.3640817414110699,6.494850021680094,6.130768280269024,9,4,9,lig_1,lig_42
11,1,PSK13_pose/PSK13_lig_24.pkl,PSK13_pose/PSK13_lig_42.pkl,0.0563183630881205,6.187086643357144,6.130768280269024,21,4,21,lig_24,lig_42
12,1,PSK13_pose/PSK13_lig_19.pkl,PSK13_pose/PSK13_lig_42.pkl,-0.0338582672609675,6.096910013008056,6.130768280269024,33,4,33,lig_19,lig_42
13,1,PSK13_pose/PSK13_lig_34.pkl,PSK13_pose/PSK13_lig_42.pkl,0.0241336797167193,6.154901959985743,6.130768280269024,34,4,34,lig_34,lig_42
14,1,PSK13_pose/PSK13_lig_40.pkl,PSK13_pose/PSK13_lig_42.pkl,0.4712917110589387,6.6020599913279625,6.130768280269024,14,4,14,lig_40,lig_42
15,1,PSK13_pose/PSK13_lig_18.pkl,PSK13_pose/PSK13_lig_42.pkl,0.2160192059556323,6.346787486224656,6.130768280269024,15,4,15,lig_18,lig_42
16,1,PSK13_pose/PSK13_lig_14.pkl,PSK13_pose/PSK13_lig_42.pkl,0.6139592146276698,6.7447274948966935,6.130768280269024,1,4,4,lig_14,lig_42
17,1,PSK13_pose/PSK13_lig_36.pkl,PSK13_pose/PSK13_lig_42.pkl,0.1790356397024624,6.309803919971486,6.130768280269024,7,4,7,lig_36,lig_42
