file_name,again_number,reference_num,Ligand1,Ligand2,Lable,Lable1,Lable2,Rank1,Rank2,Rank,Ligand1_num,Ligand2_num
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_13.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_22.pkl,0.4299999999999997,7.92,7.49,19,28,28,lig_cdk8_13,lig_cdk8_22
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_23.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_22.pkl,-0.92,6.57,7.49,23,28,28,lig_cdk8_23,lig_cdk8_22
cdk8,0,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_23.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_13.pkl,-1.3499999999999996,6.57,7.92,23,19,23,lig_cdk8_23,lig_cdk8_13
cdk8,1,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_22.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_18.pkl,-0.5099999999999998,7.49,8.0,28,12,28,lig_cdk8_22,lig_cdk8_18
cdk8,1,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_35.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_18.pkl,0.4000000000000003,8.4,8.0,6,12,12,lig_cdk8_35,lig_cdk8_18
cdk8,1,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_35.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_22.pkl,0.91,8.4,7.49,6,28,28,lig_cdk8_35,lig_cdk8_22
cdk8,2,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_41.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_27.pkl,2.0500000000000007,8.22,6.17,8,32,32,lig_cdk8_41,lig_cdk8_27
cdk8,2,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_40.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_27.pkl,1.9800000000000004,8.15,6.17,31,32,32,lig_cdk8_40,lig_cdk8_27
cdk8,2,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_40.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_41.pkl,-0.0700000000000002,8.15,8.22,31,8,31,lig_cdk8_40,lig_cdk8_41
cdk8,3,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_31.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_28.pkl,4.18,8.7,4.52,18,26,26,lig_cdk8_31,lig_cdk8_28
