,reference_num,Ligand1,Ligand2,Lable,Lable1,Lable2,Rank1,Rank2,Rank,Ligand1_num,Ligand2_num,dir_1,dir_2,Label,Label1,Label2,lig2,lig1
0,1,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_9r.pkl,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_2.pkl,0.3799999999999999,6.26,5.88,0,2,2,lig_9r,lig_2,BCL6_pose/BCL6_lig_9r.pkl,BCL6_pose/BCL6_lig_2.pkl,0.3799999999999999,6.26,5.88,lig_2,lig_9r
1,1,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_8.pkl,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_2.pkl,-0.2299999999999995,5.65,5.88,1,2,2,lig_8,lig_2,BCL6_pose/BCL6_lig_8.pkl,BCL6_pose/BCL6_lig_2.pkl,-0.2299999999999995,5.65,5.88,lig_2,lig_8
2,1,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_11c.pkl,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_2.pkl,-0.5099999999999998,5.37,5.88,3,2,3,lig_11c,lig_2,BCL6_pose/BCL6_lig_11c.pkl,BCL6_pose/BCL6_lig_2.pkl,-0.5099999999999998,5.37,5.88,lig_2,lig_11c
3,1,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_4.pkl,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_2.pkl,-0.6299999999999999,5.25,5.88,4,2,4,lig_4,lig_2,BCL6_pose/BCL6_lig_4.pkl,BCL6_pose/BCL6_lig_2.pkl,-0.6299999999999999,5.25,5.88,lig_2,lig_4
4,1,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_5a.pkl,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_2.pkl,-0.6699999999999999,5.21,5.88,5,2,5,lig_5a,lig_2,BCL6_pose/BCL6_lig_5a.pkl,BCL6_pose/BCL6_lig_2.pkl,-0.6699999999999999,5.21,5.88,lig_2,lig_5a
5,1,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_14.pkl,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_2.pkl,0.4299999999999997,6.31,5.88,6,2,6,lig_14,lig_2,BCL6_pose/BCL6_lig_14.pkl,BCL6_pose/BCL6_lig_2.pkl,0.4299999999999997,6.31,5.88,lig_2,lig_14
6,1,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_3.pkl,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_2.pkl,1.7000000000000002,7.58,5.88,7,2,7,lig_3,lig_2,BCL6_pose/BCL6_lig_3.pkl,BCL6_pose/BCL6_lig_2.pkl,1.7000000000000002,7.58,5.88,lig_2,lig_3
7,1,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_5b.pkl,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_2.pkl,-0.2000000000000001,5.68,5.88,8,2,8,lig_5b,lig_2,BCL6_pose/BCL6_lig_5b.pkl,BCL6_pose/BCL6_lig_2.pkl,-0.2000000000000001,5.68,5.88,lig_2,lig_5b
8,1,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_6.pkl,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_2.pkl,0.0,5.88,5.88,9,2,9,lig_6,lig_2,BCL6_pose/BCL6_lig_6.pkl,BCL6_pose/BCL6_lig_2.pkl,0.0,5.88,5.88,lig_2,lig_6
9,1,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_9a.pkl,/home/user-home/yujie/0_PBCNetv2/data_BindingDB/Selection/selection_pose/BCL6_pose/BCL6_lig_2.pkl,1.0099999999999998,6.89,5.88,10,2,10,lig_9a,lig_2,BCL6_pose/BCL6_lig_9a.pkl,BCL6_pose/BCL6_lig_2.pkl,1.0099999999999998,6.89,5.88,lig_2,lig_9a
