file_name,again_number,reference_num,Ligand1,Ligand2,Lable,Lable1,Lable2,Rank1,Rank2,Rank,Ligand1_num,Ligand2_num
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_40.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_42.pkl,-0.25,8.15,8.4,31,25,31,lig_cdk8_40,lig_cdk8_42
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_14.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_42.pkl,-2.3200000000000003,6.08,8.4,14,25,25,lig_cdk8_14,lig_cdk8_42
cdk8,0,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_43.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_42.pkl,0.2999999999999989,8.7,8.4,20,25,25,lig_cdk8_43,lig_cdk8_42
cdk8,0,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_14.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_40.pkl,-2.0700000000000003,6.08,8.15,14,31,31,lig_cdk8_14,lig_cdk8_40
cdk8,0,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_43.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_40.pkl,0.5499999999999989,8.7,8.15,20,31,31,lig_cdk8_43,lig_cdk8_40
cdk8,0,3,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_43.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_14.pkl,2.619999999999999,8.7,6.08,20,14,20,lig_cdk8_43,lig_cdk8_14
cdk8,1,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_44.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_40.pkl,0.25,8.4,8.15,7,31,31,lig_cdk8_44,lig_cdk8_40
cdk8,1,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_43.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_40.pkl,0.5499999999999989,8.7,8.15,20,31,31,lig_cdk8_43,lig_cdk8_40
cdk8,1,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_15.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_40.pkl,-2.5500000000000007,5.6,8.15,22,31,31,lig_cdk8_15,lig_cdk8_40
cdk8,1,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_43.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_44.pkl,0.2999999999999989,8.7,8.4,20,7,20,lig_cdk8_43,lig_cdk8_44
cdk8,1,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_15.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_44.pkl,-2.8000000000000007,5.6,8.4,22,7,22,lig_cdk8_15,lig_cdk8_44
cdk8,1,3,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_15.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_43.pkl,-3.1,5.6,8.7,22,20,22,lig_cdk8_15,lig_cdk8_43
cdk8,2,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_25.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_34.pkl,-1.010000000000001,7.14,8.15,11,4,11,lig_cdk8_25,lig_cdk8_34
cdk8,2,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_22.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_34.pkl,-0.6600000000000001,7.49,8.15,28,4,28,lig_cdk8_22,lig_cdk8_34
cdk8,2,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_31.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_34.pkl,0.5499999999999989,8.7,8.15,18,4,18,lig_cdk8_31,lig_cdk8_34
cdk8,2,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_22.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_25.pkl,0.3500000000000005,7.49,7.14,28,11,28,lig_cdk8_22,lig_cdk8_25
cdk8,2,2,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_31.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_25.pkl,1.5599999999999996,8.7,7.14,18,11,18,lig_cdk8_31,lig_cdk8_25
cdk8,2,3,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_31.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_22.pkl,1.209999999999999,8.7,7.49,18,28,28,lig_cdk8_31,lig_cdk8_22
cdk8,3,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_27.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_17.pkl,-0.3799999999999999,6.17,6.55,32,30,32,lig_cdk8_27,lig_cdk8_17
cdk8,3,1,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_18.pkl,/home/yujie/leadopt/data/test_set_fep+_graph_rmH_I/cdk8/lig_cdk8_17.pkl,1.4500000000000002,8.0,6.55,12,30,30,lig_cdk8_18,lig_cdk8_17
