reference_num,dir_1,dir_2,Label,Label1,Label2,Rank1,Rank2,Rank,lig1,lig2
1,WDR5_pose/WDR5_lig_35.pkl,WDR5_pose/WDR5_lig_2.pkl,0.05611594197893233,10.537602002101044,10.481486060122112,2,16,16,lig_35,lig_2
1,WDR5_pose/WDR5_lig_22.pkl,WDR5_pose/WDR5_lig_2.pkl,-2.0129649771643674,8.468521082957745,10.481486060122112,15,16,16,lig_22,lig_2
1,WDR5_pose/WDR5_lig_23.pkl,WDR5_pose/WDR5_lig_2.pkl,0.07135590853566853,10.55284196865778,10.481486060122112,7,16,16,lig_23,lig_2
2,WDR5_pose/WDR5_lig_2.pkl,WDR5_pose/WDR5_lig_35.pkl,-0.05611594197893233,10.481486060122112,10.537602002101044,16,2,16,lig_2,lig_35
2,WDR5_pose/WDR5_lig_22.pkl,WDR5_pose/WDR5_lig_35.pkl,-2.0690809191432997,8.468521082957745,10.537602002101044,15,2,15,lig_22,lig_35
2,WDR5_pose/WDR5_lig_23.pkl,WDR5_pose/WDR5_lig_35.pkl,0.015239966556736206,10.55284196865778,10.537602002101044,7,2,7,lig_23,lig_35
3,WDR5_pose/WDR5_lig_2.pkl,WDR5_pose/WDR5_lig_22.pkl,2.0129649771643674,10.481486060122112,8.468521082957745,16,15,16,lig_2,lig_22
3,WDR5_pose/WDR5_lig_35.pkl,WDR5_pose/WDR5_lig_22.pkl,2.0690809191432997,10.537602002101044,8.468521082957745,2,15,15,lig_35,lig_22
3,WDR5_pose/WDR5_lig_23.pkl,WDR5_pose/WDR5_lig_22.pkl,2.084320885700036,10.55284196865778,8.468521082957745,7,15,15,lig_23,lig_22
4,WDR5_pose/WDR5_lig_2.pkl,WDR5_pose/WDR5_lig_23.pkl,-0.07135590853566853,10.481486060122112,10.55284196865778,16,7,16,lig_2,lig_23
4,WDR5_pose/WDR5_lig_35.pkl,WDR5_pose/WDR5_lig_23.pkl,-0.015239966556736206,10.537602002101044,10.55284196865778,2,7,7,lig_35,lig_23
4,WDR5_pose/WDR5_lig_22.pkl,WDR5_pose/WDR5_lig_23.pkl,-2.084320885700036,8.468521082957745,10.55284196865778,15,7,15,lig_22,lig_23
