reference_num,dir_1,dir_2,Label,Label1,Label2,Rank1,Rank2,Rank,lig1,lig2
1,HO1_pose/HO1_lig_7b.pkl,HO1_pose/HO1_lig_7n.pkl,-3.42021640338319,2.6020599913279625,6.022276394711152,2,16,16,lig_7b,lig_7n
1,HO1_pose/HO1_lig_11a.pkl,HO1_pose/HO1_lig_7n.pkl,-2.3725244130453156,3.649751981665837,6.022276394711152,4,16,16,lig_11a,lig_7n
1,HO1_pose/HO1_lig_7i.pkl,HO1_pose/HO1_lig_7n.pkl,0.023481095849522404,6.045757490560675,6.022276394711152,5,16,16,lig_7i,lig_7n
1,HO1_pose/HO1_lig_7e.pkl,HO1_pose/HO1_lig_7n.pkl,-2.00518051250378,4.017095882207372,6.022276394711152,7,16,16,lig_7e,lig_7n
1,HO1_pose/HO1_lig_7h.pkl,HO1_pose/HO1_lig_7n.pkl,-1.8338514005817457,4.188424994129407,6.022276394711152,8,16,16,lig_7h,lig_7n
1,HO1_pose/HO1_lig_11b.pkl,HO1_pose/HO1_lig_7n.pkl,-1.5136380885454255,4.508638306165727,6.022276394711152,9,16,16,lig_11b,lig_7n
1,HO1_pose/HO1_lig_11c.pkl,HO1_pose/HO1_lig_7n.pkl,-1.5272906347952597,4.494985759915893,6.022276394711152,10,16,16,lig_11c,lig_7n
1,HO1_pose/HO1_lig_7g.pkl,HO1_pose/HO1_lig_7n.pkl,-1.7266843220979933,4.295592072613159,6.022276394711152,11,16,16,lig_7g,lig_7n
1,HO1_pose/HO1_lig_7f.pkl,HO1_pose/HO1_lig_7n.pkl,-1.7826988781343642,4.239577516576788,6.022276394711152,12,16,16,lig_7f,lig_7n
1,HO1_pose/HO1_lig_7c.pkl,HO1_pose/HO1_lig_7n.pkl,-1.575066244903934,4.447210149807218,6.022276394711152,13,16,16,lig_7c,lig_7n
1,HO1_pose/HO1_lig_7m.pkl,HO1_pose/HO1_lig_7n.pkl,0.023481095849522404,6.045757490560675,6.022276394711152,15,16,16,lig_7m,lig_7n
1,HO1_pose/HO1_lig_7d.pkl,HO1_pose/HO1_lig_7n.pkl,-0.9434424453488912,5.078833949362261,6.022276394711152,18,16,18,lig_7d,lig_7n
2,HO1_pose/HO1_lig_7b.pkl,HO1_pose/HO1_lig_7p.pkl,-2.4948500216800937,2.6020599913279625,5.096910013008056,2,14,14,lig_7b,lig_7p
2,HO1_pose/HO1_lig_11a.pkl,HO1_pose/HO1_lig_7p.pkl,-1.4471580313422194,3.649751981665837,5.096910013008056,4,14,14,lig_11a,lig_7p
2,HO1_pose/HO1_lig_7i.pkl,HO1_pose/HO1_lig_7p.pkl,0.9488474775526186,6.045757490560675,5.096910013008056,5,14,14,lig_7i,lig_7p
2,HO1_pose/HO1_lig_7e.pkl,HO1_pose/HO1_lig_7p.pkl,-1.079814130800684,4.017095882207372,5.096910013008056,7,14,14,lig_7e,lig_7p
2,HO1_pose/HO1_lig_7h.pkl,HO1_pose/HO1_lig_7p.pkl,-0.9084850188786495,4.188424994129407,5.096910013008056,8,14,14,lig_7h,lig_7p
2,HO1_pose/HO1_lig_11b.pkl,HO1_pose/HO1_lig_7p.pkl,-0.5882717068423293,4.508638306165727,5.096910013008056,9,14,14,lig_11b,lig_7p
